symbol,effective_from,effective_to,weight,source
HPE-PC,2020-03-31,2099-12-31,.229835895357,SEC-NPORT-2020q2
HPE-PC,2020-06-30,2099-12-31,.177268247028,SEC-NPORT-2020q3
HPE-PC,2020-09-30,2099-12-31,.15329717916,SEC-NPORT-2020q4
HPE-PC,2020-12-31,2099-12-31,.174229659943,SEC-NPORT-2021q1
HPE-PC,2021-03-31,2099-12-31,.228262778032,SEC-NPORT-2021q2
HPE-PC,2021-06-30,2099-12-31,.190034069754,SEC-NPORT-2021q3
HPE-PC,2021-09-30,2099-12-31,.183959454409,SEC-NPORT-2021q4
HPE-PC,2021-12-31,2099-12-31,.181710330573,SEC-NPORT-2022q1
HPE-PC,2022-03-31,2099-12-31,.211834499183,SEC-NPORT-2022q2
HPE-PC,2022-06-30,2099-12-31,.20225295339,SEC-NPORT-2022q3
HPE-PC,2022-09-30,2099-12-31,.203219913583,SEC-NPORT-2022q4
HPE-PC,2022-12-31,2099-12-31,.252533359951,SEC-NPORT-2023q1
HPE-PC,2023-03-31,2099-12-31,.268845025419,SEC-NPORT-2023q2
HPE-PC,2023-06-30,2099-12-31,.262599411735,SEC-NPORT-2023q3
HPE-PC,2023-09-30,2099-12-31,.281268112548,SEC-NPORT-2023q4
HPQ,2019-09-30,2099-12-31,.516272475548,SEC-NPORT-2019q4
HPQ,2019-12-31,2099-12-31,.489486427651,SEC-NPORT-2020q1
HPQ,2020-03-31,2099-12-31,.470587371846,SEC-NPORT-2020q2
HPQ,2020-06-30,2099-12-31,.353446397672,SEC-NPORT-2020q3
HPQ,2020-09-30,2099-12-31,.331980442352,SEC-NPORT-2020q4
HPQ,2020-12-31,2099-12-31,.385846154063,SEC-NPORT-2021q1
HPQ,2021-03-31,2099-12-31,.443237304705,SEC-NPORT-2021q2
HPQ,2021-06-30,2099-12-31,.363047688968,SEC-NPORT-2021q3
HPQ,2021-09-30,2099-12-31,.32489102882,SEC-NPORT-2021q4
HPQ,2021-12-31,2099-12-31,.382446817428,SEC-NPORT-2022q1
HPQ,2022-03-31,2099-12-31,.385210958292,SEC-NPORT-2022q2
HPQ,2022-06-30,2099-12-31,.405084502796,SEC-NPORT-2022q3
HPQ,2022-09-30,2099-12-31,.296071954321,SEC-NPORT-2022q4
HPQ,2022-12-31,2099-12-31,.292502728471,SEC-NPORT-2023q1
HPQ,2023-03-31,2099-12-31,.3339858441,SEC-NPORT-2023q2
HPQ,2023-06-30,2099-12-31,.321125689893,SEC-NPORT-2023q3
HPQ,2023-09-30,2099-12-31,.279569461454,SEC-NPORT-2023q4
IBM,2019-09-30,2099-12-31,2.372081539986,SEC-NPORT-2019q4
IBM,2019-12-31,2099-12-31,1.908081020197,SEC-NPORT-2020q1
IBM,2020-03-31,2099-12-31,1.79709798427,SEC-NPORT-2020q2
IBM,2020-06-30,2099-12-31,1.520588555178,SEC-NPORT-2020q3
IBM,2020-09-30,2099-12-31,1.379168620771,SEC-NPORT-2020q4
IBM,2020-12-31,2099-12-31,1.281416541961,SEC-NPORT-2021q1
IBM,2021-03-31,2099-12-31,1.327224512556,SEC-NPORT-2021q2
IBM,2021-06-30,2099-12-31,1.310819559329,SEC-NPORT-2021q3
IBM,2021-09-30,2099-12-31,1.230959112694,SEC-NPORT-2021q4
IBM,2021-12-31,2099-12-31,1.055910775587,SEC-NPORT-2022q1
IBM,2022-03-31,2099-12-31,1.14283062751,SEC-NPORT-2022q2
IBM,2022-06-30,2099-12-31,1.489798402171,SEC-NPORT-2022q3
IBM,2022-09-30,2099-12-31,1.400945998561,SEC-NPORT-2022q4
IBM,2022-12-31,2099-12-31,1.56645195877,SEC-NPORT-2023q1
IBM,2023-03-31,2099-12-31,1.560487498501,SEC-NPORT-2023q2
IBM,2023-06-30,2099-12-31,1.465612662113,SEC-NPORT-2023q3
IBM,2023-09-30,2099-12-31,1.602482580415,SEC-NPORT-2023q4
INTC,2019-09-30,2099-12-31,4.203419926974,SEC-NPORT-2019q4
INTC,2019-12-31,2099-12-31,4.18462273248,SEC-NPORT-2020q1
INTC,2020-03-31,2099-12-31,4.306408175433,SEC-NPORT-2020q2
INTC,2020-06-30,2099-12-31,3.592270018798,SEC-NPORT-2020q3
INTC,2020-09-30,2099-12-31,2.80295826247,SEC-NPORT-2020q4
INTC,2020-12-31,2099-12-31,2.332400596552,SEC-NPORT-2021q1
INTC,2021-03-31,2099-12-31,2.898214006435,SEC-NPORT-2021q2
INTC,2021-06-30,2099-12-31,2.269378989717,SEC-NPORT-2021q3
INTC,2021-09-30,2099-12-31,2.136767940059,SEC-NPORT-2021q4
INTC,2021-12-31,2099-12-31,1.845049983836,SEC-NPORT-2022q1
INTC,2022-03-31,2099-12-31,1.977926717593,SEC-NPORT-2022q2
INTC,2022-06-30,2099-12-31,1.79457976887,SEC-NPORT-2022q3
INTC,2022-09-30,2099-12-31,1.381411253715,SEC-NPORT-2022q4
INTC,2022-12-31,2099-12-31,1.341346953964,SEC-NPORT-2023q1
INTC,2023-03-31,2099-12-31,1.779490920979,SEC-NPORT-2023q2
INTC,2023-06-30,2099-12-31,1.682396217036,SEC-NPORT-2023q3
INTC,2023-09-30,2099-12-31,1.866656786624,SEC-NPORT-2023q4
INTU,2019-09-30,2099-12-31,1.273037953793,SEC-NPORT-2019q4
INTU,2019-12-31,2099-12-31,1.095890283936,SEC-NPORT-2020q1
INTU,2020-03-31,2099-12-31,1.095177284013,SEC-NPORT-2020q2
INTU,2020-06-30,2099-12-31,1.095285523174,SEC-NPORT-2020q3
INTU,2020-09-30,2099-12-31,1.086991493492,SEC-NPORT-2020q4
INTU,2020-12-31,2099-12-31,1.140218240814,SEC-NPORT-2021q1
INTU,2021-03-31,2099-12-31,1.169215225352,SEC-NPORT-2021q2
INTU,2021-06-30,2099-12-31,1.340849555363,SEC-NPORT-2021q3
INTU,2021-09-30,2099-12-31,1.457336326959,SEC-NPORT-2021q4
INTU,2021-12-31,2099-12-31,1.604505603498,SEC-NPORT-2022q1
INTU,2022-03-31,2099-12-31,1.334586046724,SEC-NPORT-2022q2
INTU,2022-06-30,2099-12-31,1.278835877936,SEC-NPORT-2022q3
INTU,2022-09-30,2099-12-31,1.426308994848,SEC-NPORT-2022q4
INTU,2022-12-31,2099-12-31,1.349148986069,SEC-NPORT-2023q1
INTU,2023-03-31,2099-12-31,1.648969984964,SEC-NPORT-2023q2
INTU,2023-06-30,2099-12-31,1.550444035831,SEC-NPORT-2023q3
INTU,2023-09-30,2099-12-31,1.794073711682,SEC-NPORT-2023q4
IPGP,2019-09-30,2099-12-31,.089160388938,SEC-NPORT-2019q4
IPGP,2019-12-31,2099-12-31,.08329321083,SEC-NPORT-2020q1
IPGP,2020-03-31,2099-12-31,.071735323692,SEC-NPORT-2020q2
IPGP,2020-06-30,2099-12-31,.08091555575,SEC-NPORT-2020q3
IPGP,2020-09-30,2099-12-31,.077209963741,SEC-NPORT-2020q4
IPGP,2020-12-31,2099-12-31,.091566248021,SEC-NPORT-2021q1
IPGP,2021-03-31,2099-12-31,.084342768884,SEC-NPORT-2021q2
IPGP,2021-06-30,2099-12-31,.075706985882,SEC-NPORT-2021q3
IPGP,2021-09-30,2099-12-31,.056112968932,SEC-NPORT-2021q4
IPGP,2021-12-31,2099-12-31,.053446541768,SEC-NPORT-2022q1
IPGP,2022-03-31,2099-12-31,.038554738384,SEC-NPORT-2022q2
IT,2019-09-30,2099-12-31,.237894176795,SEC-NPORT-2019q4
IT,2019-12-31,2099-12-31,.221585733288,SEC-NPORT-2020q1
IT,2020-03-31,2099-12-31,.162930937999,SEC-NPORT-2020q2
IT,2020-06-30,2099-12-31,.153337023989,SEC-NPORT-2020q3
IT,2020-09-30,2099-12-31,.141822043593,SEC-NPORT-2020q4
IT,2020-12-31,2099-12-31,.163423444505,SEC-NPORT-2021q1
IT,2021-03-31,2099-12-31,.180523750784,SEC-NPORT-2021q2
IT,2021-06-30,2099-12-31,.208694935594,SEC-NPORT-2021q3
IT,2021-09-30,2099-12-31,.251291188289,SEC-NPORT-2021q4
IT,2021-12-31,2099-12-31,.242248961062,SEC-NPORT-2022q1
IT,2022-03-31,2099-12-31,.239720344551,SEC-NPORT-2022q2
IT,2022-06-30,2099-12-31,.228485399685,SEC-NPORT-2022q3
IT,2022-09-30,2099-12-31,.285737198268,SEC-NPORT-2022q4
IT,2022-12-31,2099-12-31,.326608989726,SEC-NPORT-2023q1
IT,2023-03-31,2099-12-31,.338926217745,SEC-NPORT-2023q2
IT,2023-06-30,2099-12-31,.334020891218,SEC-NPORT-2023q3
IT,2023-09-30,2099-12-31,.339611879895,SEC-NPORT-2023q4
JKHY,2019-09-30,2099-12-31,.20695937815,SEC-NPORT-2019q4
JKHY,2019-12-31,2099-12-31,.1801521824,SEC-NPORT-2020q1
JKHY,2020-03-31,2099-12-31,.21847866663,SEC-NPORT-2020q2
JKHY,2020-06-30,2099-12-31,.199954626302,SEC-NPORT-2020q3
JKHY,2020-09-30,2099-12-31,.158489120827,SEC-NPORT-2020q4
JKHY,2020-12-31,2099-12-31,.141233771532,SEC-NPORT-2021q1
JKHY,2021-03-31,2099-12-31,.128633924828,SEC-NPORT-2021q2
JKHY,2021-06-30,2099-12-31,.12158572918,SEC-NPORT-2021q3
JKHY,2021-09-30,2099-12-31,.120480179944,SEC-NPORT-2021q4
JKHY,2021-12-31,2099-12-31,.108900975564,SEC-NPORT-2022q1
JKHY,2022-03-31,2099-12-31,.140651756613,SEC-NPORT-2022q2
JKHY,2022-06-30,2099-12-31,.153808569727,SEC-NPORT-2022q3
JKHY,2022-09-30,2099-12-31,.173376752981,SEC-NPORT-2022q4
JKHY,2022-12-31,2099-12-31,.157479107859,SEC-NPORT-2023q1
KEYS,2019-09-30,2099-12-31,.335890448787,SEC-NPORT-2019q4
KEYS,2019-12-31,2099-12-31,.309423158467,SEC-NPORT-2020q1
KEYS,2020-03-31,2099-12-31,.287102822646,SEC-NPORT-2020q2
KEYS,2020-06-30,2099-12-31,.267299954332,SEC-NPORT-2020q3
KEYS,2020-09-30,2099-12-31,.235280649386,SEC-NPORT-2020q4
KEYS,2020-12-31,2099-12-31,.279610272569,SEC-NPORT-2021q1
KEYS,2021-03-31,2099-12-31,.297408365435,SEC-NPORT-2021q2
KEYS,2021-06-30,2099-12-31,.284794573918,SEC-NPORT-2021q3
KEYS,2021-09-30,2099-12-31,.299191154649,SEC-NPORT-2021q4
KEYS,2021-12-31,2099-12-31,.335092647119,SEC-NPORT-2022q1
KEYS,2022-03-31,2099-12-31,.283430029456,SEC-NPORT-2022q2
KEYS,2022-06-30,2099-12-31,.294287090031,SEC-NPORT-2022q3
KEYS,2022-09-30,2099-12-31,.369673518427,SEC-NPORT-2022q4
KEYS,2022-12-31,2099-12-31,.376131737671,SEC-NPORT-2023q1
KEYS,2023-03-31,2099-12-31,.379152298436,SEC-NPORT-2023q2
KEYS,2023-06-30,2099-12-31,.35981414234,SEC-NPORT-2023q3
KEYS,2023-09-30,2099-12-31,.295880495266,SEC-NPORT-2023q4
KLAC,2019-09-30,2099-12-31,.46762415406,SEC-NPORT-2019q4
KLAC,2019-12-31,2099-12-31,.451891712318,SEC-NPORT-2020q1
KLAC,2020-03-31,2099-12-31,.414876374757,SEC-NPORT-2020q2
KLAC,2020-06-30,2099-12-31,.427618560577,SEC-NPORT-2020q3
KLAC,2020-09-30,2099-12-31,.383358212827,SEC-NPORT-2020q4
KLAC,2020-12-31,2099-12-31,.456859064407,SEC-NPORT-2021q1
KLAC,2021-03-31,2099-12-31,.56735760675,SEC-NPORT-2021q2
KLAC,2021-06-30,2099-12-31,.497470965443,SEC-NPORT-2021q3
KLAC,2021-09-30,2099-12-31,.505083977428,SEC-NPORT-2021q4
KLAC,2021-12-31,2099-12-31,.574479934943,SEC-NPORT-2022q1
KLAC,2022-03-31,2099-12-31,.540672147457,SEC-NPORT-2022q2
KLAC,2022-06-30,2099-12-31,.558622812932,SEC-NPORT-2022q3
KLAC,2022-09-30,2099-12-31,.560225226445,SEC-NPORT-2022q4
KLAC,2022-12-31,2099-12-31,.657077929054,SEC-NPORT-2023q1
KLAC,2023-03-31,2099-12-31,.727830583379,SEC-NPORT-2023q2
KLAC,2023-06-30,2099-12-31,.80262653864,SEC-NPORT-2023q3
KLAC,2023-09-30,2099-12-31,.786220787172,SEC-NPORT-2023q4
LDOS,2019-09-30,2099-12-31,.213772783705,SEC-NPORT-2019q4
LDOS,2019-12-31,2099-12-31,.209383462365,SEC-NPORT-2020q1
LDOS,2020-03-31,2099-12-31,.223092930361,SEC-NPORT-2020q2
LDOS,2020-06-30,2099-12-31,.177350956116,SEC-NPORT-2020q3
LDOS,2020-09-30,2099-12-31,.151559593537,SEC-NPORT-2020q4
LDOS,2020-12-31,2099-12-31,.160667265221,SEC-NPORT-2021q1
LRCX,2019-09-30,2099-12-31,.61506914281,SEC-NPORT-2019q4
LRCX,2019-12-31,2099-12-31,.681835584815,SEC-NPORT-2020q1
LRCX,2020-03-31,2099-12-31,.636945857642,SEC-NPORT-2020q2
LRCX,2020-06-30,2099-12-31,.665900060626,SEC-NPORT-2020q3
LRCX,2020-09-30,2099-12-31,.614916150757,SEC-NPORT-2020q4
LRCX,2020-12-31,2099-12-31,.776907859776,SEC-NPORT-2021q1
LRCX,2021-03-31,2099-12-31,.948188501886,SEC-NPORT-2021q2
LRCX,2021-06-30,2099-12-31,.929041362009,SEC-NPORT-2021q3
LRCX,2021-09-30,2099-12-31,.801787606652,SEC-NPORT-2021q4
LRCX,2021-12-31,2099-12-31,.891925906381,SEC-NPORT-2022q1
LRCX,2022-03-31,2099-12-31,.73514970819,SEC-NPORT-2022q2
LRCX,2022-06-30,2099-12-31,.693467615646,SEC-NPORT-2022q3
LRCX,2022-09-30,2099-12-31,.654480803333,SEC-NPORT-2022q4
LRCX,2022-12-31,2099-12-31,.704881908665,SEC-NPORT-2023q1
LRCX,2023-03-31,2099-12-31,.941907034959,SEC-NPORT-2023q2
LRCX,2023-06-30,2099-12-31,1.04170143486,SEC-NPORT-2023q3
LRCX,2023-09-30,2099-12-31,1.047528461149,SEC-NPORT-2023q4
MA,2019-09-30,2099-12-31,4.464367001051,SEC-NPORT-2019q4
MA,2019-12-31,2099-12-31,4.261263153366,SEC-NPORT-2020q1
MA,2020-03-31,2099-12-31,3.922642971798,SEC-NPORT-2020q2
MA,2020-06-30,2099-12-31,3.705958147302,SEC-NPORT-2020q3
MA,2020-09-30,2099-12-31,3.802112968619,SEC-NPORT-2020q4
MA,2020-12-31,2099-12-31,3.587372432376,SEC-NPORT-2021q1
MA,2021-03-31,2099-12-31,3.479430727562,SEC-NPORT-2021q2
MA,2021-06-30,2099-12-31,3.197136314409,SEC-NPORT-2021q3
MA,2021-09-30,2099-12-31,2.994105265384,SEC-NPORT-2021q4
MA,2021-12-31,2099-12-31,2.745813435321,SEC-NPORT-2022q1
MA,2022-03-31,2099-12-31,3.023036048201,SEC-NPORT-2022q2
MA,2022-06-30,2099-12-31,3.178382620373,SEC-NPORT-2022q3
MA,2022-09-30,2099-12-31,3.167301201382,SEC-NPORT-2022q4
MA,2022-12-31,2099-12-31,3.629952864023,SEC-NPORT-2023q1
MCHPP,2019-09-30,2099-12-31,.408179273584,SEC-NPORT-2019q4
MCHPP,2019-12-31,2099-12-31,.402254874959,SEC-NPORT-2020q1
MCHPP,2020-03-31,2099-12-31,.296385957156,SEC-NPORT-2020q2
MCHPP,2020-06-30,2099-12-31,.366368646602,SEC-NPORT-2020q3
MCHPP,2020-09-30,2099-12-31,.330174266385,SEC-NPORT-2020q4
MCHPP,2020-12-31,2099-12-31,.410808857195,SEC-NPORT-2021q1
MCHPP,2021-03-31,2099-12-31,.465828504372,SEC-NPORT-2021q2
MCHPP,2021-06-30,2099-12-31,.410019479967,SEC-NPORT-2021q3
MCHPP,2021-09-30,2099-12-31,.415807195219,SEC-NPORT-2021q4
MCHPP,2021-12-31,2099-12-31,.425540278183,SEC-NPORT-2022q1
MCHPP,2022-03-31,2099-12-31,.409458993552,SEC-NPORT-2022q2
MCHPP,2022-06-30,2099-12-31,.378837214945,SEC-NPORT-2022q3
MCHPP,2022-09-30,2099-12-31,.440196462382,SEC-NPORT-2022q4
MCHPP,2022-12-31,2099-12-31,.475150802715,SEC-NPORT-2023q1
MCHPP,2023-03-31,2099-12-31,.60426341515,SEC-NPORT-2023q2
MCHPP,2023-06-30,2099-12-31,.591962915462,SEC-NPORT-2023q3
MCHPP,2023-09-30,2099-12-31,.53266018328,SEC-NPORT-2023q4
MPWR,2021-03-31,2099-12-31,.168830816189,SEC-NPORT-2021q2
MPWR,2021-06-30,2099-12-31,.160450015028,SEC-NPORT-2021q3
MPWR,2021-09-30,2099-12-31,.207010034441,SEC-NPORT-2021q4
MPWR,2021-12-31,2099-12-31,.188331275746,SEC-NPORT-2022q1
MPWR,2022-03-31,2099-12-31,.206312645447,SEC-NPORT-2022q2
MPWR,2022-06-30,2099-12-31,.197525328596,SEC-NPORT-2022q3
MPWR,2022-09-30,2099-12-31,.210874873424,SEC-NPORT-2022q4
MPWR,2022-12-31,2099-12-31,.193912409154,SEC-NPORT-2023q1
MPWR,2023-03-31,2099-12-31,.294928289096,SEC-NPORT-2023q2
MPWR,2023-06-30,2099-12-31,.29362560698,SEC-NPORT-2023q3
MPWR,2023-09-30,2099-12-31,.276782206213,SEC-NPORT-2023q4
MSFT,2019-09-30,2099-12-31,19.54691905496,SEC-NPORT-2019q4
MSFT,2019-12-31,2099-12-31,19.33714949704,SEC-NPORT-2020q1
MSFT,2020-03-31,2099-12-31,22.00814658405,SEC-NPORT-2020q2
MSFT,2020-06-30,2099-12-31,21.88529698924,SEC-NPORT-2020q3
MSFT,2020-09-30,2099-12-31,20.25912222049,SEC-NPORT-2020q4
MSFT,2020-12-31,2099-12-31,19.21109723363,SEC-NPORT-2021q1
MSFT,2021-03-31,2099-12-31,19.81949252297,SEC-NPORT-2021q2
MSFT,2021-06-30,2099-12-31,20.42496137599,SEC-NPORT-2021q3
MSFT,2021-09-30,2099-12-31,20.94288499441,SEC-NPORT-2021q4
MSFT,2021-12-31,2099-12-31,21.40642433447,SEC-NPORT-2022q1
MSFT,2022-03-31,2099-12-31,22.05329903228,SEC-NPORT-2022q2
MSFT,2022-06-30,2099-12-31,22.38823191516,SEC-NPORT-2022q3
MSFT,2022-09-30,2099-12-31,22.67643267217,SEC-NPORT-2022q4
MSFT,2022-12-31,2099-12-31,21.98426637352,SEC-NPORT-2023q1
MSFT,2023-03-31,2099-12-31,23.78694107428,SEC-NPORT-2023q2
MSFT,2023-06-30,2099-12-31,22.80387579511,SEC-NPORT-2023q3
MSFT,2023-09-30,2099-12-31,22.83660438839,SEC-NPORT-2023q4
MSI,2019-09-30,2099-12-31,.51852448211,SEC-NPORT-2019q4
MSI,2019-12-31,2099-12-31,.443794202295,SEC-NPORT-2020q1
MSI,2020-03-31,2099-12-31,.416572280916,SEC-NPORT-2020q2
MSI,2020-06-30,2099-12-31,.337954297637,SEC-NPORT-2020q3
MSI,2020-09-30,2099-12-31,.338875695514,SEC-NPORT-2020q4
MSI,2020-12-31,2099-12-31,.329344671822,SEC-NPORT-2021q1
MSI,2021-03-31,2099-12-31,.354259268931,SEC-NPORT-2021q2
MSI,2021-06-30,2099-12-31,.368310877839,SEC-NPORT-2021q3
MSI,2021-09-30,2099-12-31,.388875660782,SEC-NPORT-2021q4
MSI,2021-12-31,2099-12-31,.404223415573,SEC-NPORT-2022q1
MSI,2022-03-31,2099-12-31,.400972081791,SEC-NPORT-2022q2
MSI,2022-06-30,2099-12-31,.41136919135,SEC-NPORT-2022q3
MSI,2022-09-30,2099-12-31,.487953762346,SEC-NPORT-2022q4
MSI,2022-12-31,2099-12-31,.529890921771,SEC-NPORT-2023q1
MSI,2023-03-31,2099-12-31,.62990324044,SEC-NPORT-2023q2
MSI,2023-06-30,2099-12-31,.593303731751,SEC-NPORT-2023q3
MSI,2023-09-30,2099-12-31,.570054077677,SEC-NPORT-2023q4
MU,2019-09-30,2099-12-31,.87092940678,SEC-NPORT-2019q4
MU,2019-12-31,2099-12-31,.956964148631,SEC-NPORT-2020q1
MU,2020-03-31,2099-12-31,.851733264473,SEC-NPORT-2020q2
MU,2020-06-30,2099-12-31,.812563420985,SEC-NPORT-2020q3
MU,2020-09-30,2099-12-31,.664053791771,SEC-NPORT-2020q4
MU,2020-12-31,2099-12-31,.956108738585,SEC-NPORT-2021q1
MU,2021-03-31,2099-12-31,1.099818487079,SEC-NPORT-2021q2
MU,2021-06-30,2099-12-31,.953995442005,SEC-NPORT-2021q3
MU,2021-09-30,2099-12-31,.789587961579,SEC-NPORT-2021q4
MU,2021-12-31,2099-12-31,.917892247359,SEC-NPORT-2022q1
MU,2022-03-31,2099-12-31,.854838566062,SEC-NPORT-2022q2
MU,2022-06-30,2099-12-31,.724193172133,SEC-NPORT-2022q3
MU,2022-09-30,2099-12-31,.721531751271,SEC-NPORT-2022q4
MU,2022-12-31,2099-12-31,.668198242577,SEC-NPORT-2023q1
MU,2023-03-31,2099-12-31,.866889121463,SEC-NPORT-2023q2
MU,2023-06-30,2099-12-31,.833093349064,SEC-NPORT-2023q3
MU,2023-09-30,2099-12-31,.934226702321,SEC-NPORT-2023q4
NOW,2019-12-31,2099-12-31,.855451978088,SEC-NPORT-2020q1
NOW,2020-03-31,2099-12-31,.988696943961,SEC-NPORT-2020q2
NOW,2020-06-30,2099-12-31,1.095433275734,SEC-NPORT-2020q3
NOW,2020-09-30,2099-12-31,1.183955137265,SEC-NPORT-2020q4
NOW,2020-12-31,2099-12-31,1.226857957614,SEC-NPORT-2021q1
NOW,2021-03-31,2099-12-31,1.093022875095,SEC-NPORT-2021q2
NOW,2021-06-30,2099-12-31,1.086245610689,SEC-NPORT-2021q3
NOW,2021-09-30,2099-12-31,1.218895588924,SEC-NPORT-2021q4
NOW,2021-12-31,2099-12-31,1.137855086376,SEC-NPORT-2022q1
NOW,2022-03-31,2099-12-31,1.091668768286,SEC-NPORT-2022q2
NOW,2022-06-30,2099-12-31,1.118279532946,SEC-NPORT-2022q3
NOW,2022-09-30,2099-12-31,.995847191514,SEC-NPORT-2022q4
NOW,2022-12-31,2099-12-31,.964513862768,SEC-NPORT-2023q1
NOW,2023-03-31,2099-12-31,1.242067207401,SEC-NPORT-2023q2
NOW,2023-06-30,2099-12-31,1.381104830759,SEC-NPORT-2023q3
NOW,2023-09-30,2099-12-31,1.429674636964,SEC-NPORT-2023q4
NTAP,2019-09-30,2099-12-31,.230024853427,SEC-NPORT-2019q4
NTAP,2019-12-31,2099-12-31,.228347052447,SEC-NPORT-2020q1
NTAP,2020-03-31,2099-12-31,.17404479794,SEC-NPORT-2020q2
NTAP,2020-06-30,2099-12-31,.139154554591,SEC-NPORT-2020q3
NTAP,2020-09-30,2099-12-31,.124025345331,SEC-NPORT-2020q4
NTAP,2020-12-31,2099-12-31,.168785159516,SEC-NPORT-2021q1
NTAP,2021-03-31,2099-12-31,.180290583169,SEC-NPORT-2021q2
NTAP,2021-06-30,2099-12-31,.182439831537,SEC-NPORT-2021q3
NTAP,2021-09-30,2099-12-31,.198402697675,SEC-NPORT-2021q4
NTAP,2021-12-31,2099-12-31,.181216721733,SEC-NPORT-2022q1
NTAP,2022-03-31,2099-12-31,.180808475837,SEC-NPORT-2022q2
NTAP,2022-06-30,2099-12-31,.170316682558,SEC-NPORT-2022q3
NTAP,2022-09-30,2099-12-31,.177433333263,SEC-NPORT-2022q4
NTAP,2022-12-31,2099-12-31,.160539980444,SEC-NPORT-2023q1
NTAP,2023-03-31,2099-12-31,.181228833195,SEC-NPORT-2023q2
NTAP,2023-06-30,2099-12-31,.197119493598,SEC-NPORT-2023q3
NTAP,2023-09-30,2099-12-31,.200562674283,SEC-NPORT-2023q4
NVDA,2019-09-30,2099-12-31,1.952012696138,SEC-NPORT-2019q4
NVDA,2019-12-31,2099-12-31,2.314582596151,SEC-NPORT-2020q1
NVDA,2020-03-31,2099-12-31,2.951016699575,SEC-NPORT-2020q2
NVDA,2020-06-30,2099-12-31,3.314024149036,SEC-NPORT-2020q3
NVDA,2020-09-30,2099-12-31,4.250262406731,SEC-NPORT-2020q4
NVDA,2020-12-31,2099-12-31,3.692756095479,SEC-NPORT-2021q1
NVDA,2021-03-31,2099-12-31,3.689557658928,SEC-NPORT-2021q2
NVDA,2021-06-30,2099-12-31,4.989991031386,SEC-NPORT-2021q3
NVDA,2021-09-30,2099-12-31,5.103206996695,SEC-NPORT-2021q4
NVDA,2021-12-31,2099-12-31,4.393092830809,SEC-NPORT-2022q1
NVDA,2022-03-31,2099-12-31,5.020619395196,SEC-NPORT-2022q2
NVDA,2022-06-30,2099-12-31,4.125928907406,SEC-NPORT-2022q3
NVDA,2022-09-30,2099-12-31,3.968334132459,SEC-NPORT-2022q4
NVDA,2022-12-31,2099-12-31,4.474826882325,SEC-NPORT-2023q1
NVDA,2023-03-31,2099-12-31,4.853791768069,SEC-NPORT-2023q2
NVDA,2023-06-30,2099-12-31,4.671501607443,SEC-NPORT-2023q3
NVDA,2023-09-30,2099-12-31,4.514957785284,SEC-NPORT-2023q4
NXPI,2021-03-31,2099-12-31,.621616359433,SEC-NPORT-2021q2
NXPI,2021-06-30,2099-12-31,.567896951196,SEC-NPORT-2021q3
NXPI,2021-09-30,2099-12-31,.513369210332,SEC-NPORT-2021q4
NXPI,2021-12-31,2099-12-31,.533599434059,SEC-NPORT-2022q1
NXPI,2022-03-31,2099-12-31,.482404801724,SEC-NPORT-2022q2
NXPI,2022-06-30,2099-12-31,.455984176458,SEC-NPORT-2022q3
NXPI,2022-09-30,2099-12-31,.505723591668,SEC-NPORT-2022q4
NXPI,2022-12-31,2099-12-31,.503566473331,SEC-NPORT-2023q1
NXPI,2023-03-31,2099-12-31,.636222390477,SEC-NPORT-2023q2
NXPI,2023-06-30,2099-12-31,.641262411689,SEC-NPORT-2023q3
NXPI,2023-09-30,2099-12-31,.646188861621,SEC-NPORT-2023q4
ON,2022-06-30,2099-12-31,.256450612434,SEC-NPORT-2022q3
ON,2022-09-30,2099-12-31,.352539515232,SEC-NPORT-2022q4
ON,2022-12-31,2099-12-31,.331660076987,SEC-NPORT-2023q1
ON,2023-03-31,2099-12-31,.468182823498,SEC-NPORT-2023q2
ON,2023-06-30,2099-12-31,.492693052039,SEC-NPORT-2023q3
ON,2023-09-30,2099-12-31,.502891252981,SEC-NPORT-2023q4
ORCL-PD,2019-09-30,2099-12-31,2.230915364857,SEC-NPORT-2019q4
ORCL-PD,2019-12-31,2099-12-31,1.844871931656,SEC-NPORT-2020q1
ORCL-PD,2020-03-31,2099-12-31,1.915312338912,SEC-NPORT-2020q2
ORCL-PD,2020-06-30,2099-12-31,1.631326188186,SEC-NPORT-2020q3
ORCL-PD,2020-09-30,2099-12-31,1.469019456823,SEC-NPORT-2020q4
ORCL-PD,2020-12-31,2099-12-31,1.401847826374,SEC-NPORT-2021q1
ORCL-PD,2021-03-31,2099-12-31,1.450575385744,SEC-NPORT-2021q2
ORCL-PD,2021-06-30,2099-12-31,1.415594300883,SEC-NPORT-2021q3
ORCL-PD,2021-09-30,2099-12-31,1.418803279661,SEC-NPORT-2021q4
ORCL-PD,2021-12-31,2099-12-31,1.239063677308,SEC-NPORT-2022q1
ORCL-PD,2022-03-31,2099-12-31,1.277536867708,SEC-NPORT-2022q2
ORCL-PD,2022-06-30,2099-12-31,1.290371975399,SEC-NPORT-2022q3
ORCL-PD,2022-09-30,2099-12-31,1.211080239533,SEC-NPORT-2022q4
ORCL-PD,2022-12-31,2099-12-31,1.544774071977,SEC-NPORT-2023q1
ORCL-PD,2023-03-31,2099-12-31,1.880206289179,SEC-NPORT-2023q2
