sector,symbol,effective_from,available_from,effective_to,weight,source
XLF,MTB,2020-12-31,2021-02-26,2099-12-31,.493106588206,SEC-NPORT-2021q1
XLF,MTB,2021-03-31,2021-05-28,2099-12-31,.511186041895,SEC-NPORT-2021q2
XLF,MTB,2021-06-30,2021-08-27,2099-12-31,.455021887576,SEC-NPORT-2021q3
XLF,MTB,2021-09-30,2021-11-26,2099-12-31,.46103628217,SEC-NPORT-2021q4
XLF,MTB,2021-12-31,2022-02-25,2099-12-31,.457206406181,SEC-NPORT-2022q1
XLF,MTB,2022-03-31,2022-05-27,2099-12-31,.511979219576,SEC-NPORT-2022q2
XLF,MTB,2022-06-30,2022-08-26,2099-12-31,.824696248894,SEC-NPORT-2022q3
XLF,MTB,2022-09-30,2022-11-28,2099-12-31,.931075832829,SEC-NPORT-2022q4
XLF,MTB,2022-12-31,2023-02-28,2099-12-31,.666414914649,SEC-NPORT-2023q1
XLF,MTB,2023-03-31,2023-05-30,2099-12-31,.455521854854,SEC-NPORT-2023q2
XLF,MTB,2023-06-30,2023-08-28,2099-12-31,.444197413353,SEC-NPORT-2023q3
XLF,MTB,2023-09-30,2023-11-28,2099-12-31,.454799799652,SEC-NPORT-2023q4
XLF,NDAQ,2019-09-30,2019-11-18,2099-12-31,.357491355029,SEC-NPORT-2019q4
XLF,NDAQ,2019-12-31,2020-02-28,2099-12-31,.353652097807,SEC-NPORT-2020q1
XLF,NDAQ,2020-03-31,2020-06-01,2099-12-31,.464113411013,SEC-NPORT-2020q2
XLF,NDAQ,2020-06-30,2020-08-27,2099-12-31,.529253297892,SEC-NPORT-2020q3
XLF,NDAQ,2020-09-30,2020-11-19,2099-12-31,.522209609041,SEC-NPORT-2020q4
XLF,NDAQ,2020-12-31,2021-02-26,2099-12-31,.460201232723,SEC-NPORT-2021q1
XLF,NDAQ,2021-03-31,2021-05-28,2099-12-31,.446085408095,SEC-NPORT-2021q2
XLF,NDAQ,2021-06-30,2021-08-27,2099-12-31,.491517123692,SEC-NPORT-2021q3
XLF,NDAQ,2021-09-30,2021-11-26,2099-12-31,.542035872677,SEC-NPORT-2021q4
XLF,NDAQ,2021-12-31,2022-02-25,2099-12-31,.56877190431,SEC-NPORT-2022q1
XLF,NDAQ,2022-03-31,2022-05-27,2099-12-31,.489573018555,SEC-NPORT-2022q2
XLF,NDAQ,2022-06-30,2022-08-26,2099-12-31,.507178578542,SEC-NPORT-2022q3
XLF,NDAQ,2022-09-30,2022-11-28,2099-12-31,.577674615443,SEC-NPORT-2022q4
XLF,NDAQ,2022-12-31,2023-02-28,2099-12-31,.552831407194,SEC-NPORT-2023q1
XLF,NDAQ,2023-03-31,2023-05-30,2099-12-31,.41702400073,SEC-NPORT-2023q2
XLF,NDAQ,2023-06-30,2023-08-28,2099-12-31,.363615244592,SEC-NPORT-2023q3
XLF,NDAQ,2023-09-30,2023-11-28,2099-12-31,.357157237954,SEC-NPORT-2023q4
XLF,NTRS,2019-09-30,2019-11-18,2099-12-31,.626014225442,SEC-NPORT-2019q4
XLF,NTRS,2019-12-31,2020-02-28,2099-12-31,.64791129301,SEC-NPORT-2020q1
XLF,NTRS,2020-03-31,2020-06-01,2099-12-31,.681160452614,SEC-NPORT-2020q2
XLF,NTRS,2020-06-30,2020-08-27,2099-12-31,.636583369692,SEC-NPORT-2020q3
XLF,NTRS,2020-09-30,2020-11-19,2099-12-31,.600261701292,SEC-NPORT-2020q4
XLF,NTRS,2020-12-31,2021-02-26,2099-12-31,.58534842949,SEC-NPORT-2021q1
XLF,NTRS,2021-03-31,2021-05-28,2099-12-31,.574140096857,SEC-NPORT-2021q2
XLF,NTRS,2021-06-30,2021-08-27,2099-12-31,.585777522249,SEC-NPORT-2021q3
XLF,NTRS,2021-09-30,2021-11-26,2099-12-31,.539006456757,SEC-NPORT-2021q4
XLF,NTRS,2021-12-31,2022-02-25,2099-12-31,.574676739995,SEC-NPORT-2022q1
XLF,NTRS,2022-03-31,2022-05-27,2099-12-31,.567849826013,SEC-NPORT-2022q2
XLF,NTRS,2022-06-30,2022-08-26,2099-12-31,.579835227976,SEC-NPORT-2022q3
XLF,NTRS,2022-09-30,2022-11-28,2099-12-31,.534809163724,SEC-NPORT-2022q4
XLF,NTRS,2022-12-31,2023-02-28,2099-12-31,.490258047524,SEC-NPORT-2023q1
XLF,NTRS,2023-03-31,2023-05-30,2099-12-31,.413326648873,SEC-NPORT-2023q2
XLF,NTRS,2023-06-30,2023-08-28,2099-12-31,.332427247152,SEC-NPORT-2023q3
XLF,NTRS,2023-09-30,2023-11-28,2099-12-31,.311812057791,SEC-NPORT-2023q4
XLF,PFG,2019-09-30,2019-11-18,2099-12-31,.462495830457,SEC-NPORT-2019q4
XLF,PFG,2019-12-31,2020-02-28,2099-12-31,.408664851134,SEC-NPORT-2020q1
XLF,PFG,2020-03-31,2020-06-01,2099-12-31,.344849227845,SEC-NPORT-2020q2
XLF,PFG,2020-06-30,2020-08-27,2099-12-31,.408022101838,SEC-NPORT-2020q3
XLF,PFG,2020-09-30,2020-11-19,2099-12-31,.380376966016,SEC-NPORT-2020q4
XLF,PFG,2020-12-31,2021-02-26,2099-12-31,.382726361245,SEC-NPORT-2021q1
XLF,PFG,2021-03-31,2021-05-28,2099-12-31,.398555713928,SEC-NPORT-2021q2
XLF,PFG,2021-06-30,2021-08-27,2099-12-31,.38912875256,SEC-NPORT-2021q3
XLF,PFG,2021-09-30,2021-11-26,2099-12-31,.385660268006,SEC-NPORT-2021q4
XLF,PFG,2021-12-31,2022-02-25,2099-12-31,.412565378121,SEC-NPORT-2022q1
XLF,PFG,2022-03-31,2022-05-27,2099-12-31,.41850225416,SEC-NPORT-2022q2
XLF,PFG,2022-06-30,2022-08-26,2099-12-31,.452670939104,SEC-NPORT-2022q3
XLF,PFG,2022-09-30,2022-11-28,2099-12-31,.50298565543,SEC-NPORT-2022q4
XLF,PFG,2022-12-31,2023-02-28,2099-12-31,.508282826454,SEC-NPORT-2023q1
XLF,PFG,2023-03-31,2023-05-30,2099-12-31,.380535838661,SEC-NPORT-2023q2
XLF,PFG,2023-06-30,2023-08-28,2099-12-31,.371150931524,SEC-NPORT-2023q3
XLF,PFG,2023-09-30,2023-11-28,2099-12-31,.347520599269,SEC-NPORT-2023q4
XLF,PRU,2019-09-30,2019-11-18,2099-12-31,1.128799703413,SEC-NPORT-2019q4
XLF,PRU,2019-12-31,2020-02-28,2099-12-31,1.084811703388,SEC-NPORT-2020q1
XLF,PRU,2020-03-31,2020-06-01,2099-12-31,.89304247628,SEC-NPORT-2020q2
XLF,PRU,2020-06-30,2020-08-27,2099-12-31,.927699355227,SEC-NPORT-2020q3
XLF,PRU,2020-09-30,2020-11-19,2099-12-31,.928413375605,SEC-NPORT-2020q4
XLF,PRU,2020-12-31,2021-02-26,2099-12-31,.9334646895,SEC-NPORT-2021q1
XLF,PRU,2021-03-31,2021-05-28,2099-12-31,.948231755927,SEC-NPORT-2021q2
XLF,PRU,2021-06-30,2021-08-27,2099-12-31,.982936920363,SEC-NPORT-2021q3
XLF,PRU,2021-09-30,2021-11-26,2099-12-31,.976127891137,SEC-NPORT-2021q4
XLF,PRU,2021-12-31,2022-02-25,2099-12-31,.946550966714,SEC-NPORT-2022q1
XLF,PRU,2022-03-31,2022-05-27,2099-12-31,1.048234653731,SEC-NPORT-2022q2
XLF,PRU,2022-06-30,2022-08-26,2099-12-31,1.036724171262,SEC-NPORT-2022q3
XLF,PRU,2022-09-30,2022-11-28,2099-12-31,.959557554037,SEC-NPORT-2022q4
XLF,PRU,2022-12-31,2023-02-28,2099-12-31,.974136206051,SEC-NPORT-2023q1
XLF,PRU,2023-03-31,2023-05-30,2099-12-31,.685207191225,SEC-NPORT-2023q2
XLF,PRU,2023-06-30,2023-08-28,2099-12-31,.698292460422,SEC-NPORT-2023q3
XLF,PRU,2023-09-30,2023-11-28,2099-12-31,.746844009198,SEC-NPORT-2023q4
XLF,PYPL,2023-03-31,2023-05-30,2099-12-31,1.933398373129,SEC-NPORT-2023q2
XLF,PYPL,2023-06-30,2023-08-28,2099-12-31,1.610724126328,SEC-NPORT-2023q3
XLF,PYPL,2023-09-30,2023-11-28,2099-12-31,1.391642375336,SEC-NPORT-2023q4
XLF,RF,2019-09-30,2019-11-18,2099-12-31,.492752574905,SEC-NPORT-2019q4
XLF,RF,2019-12-31,2020-02-28,2099-12-31,.476442185089,SEC-NPORT-2020q1
XLF,RF,2020-03-31,2020-06-01,2099-12-31,.3686474263,SEC-NPORT-2020q2
XLF,RF,2020-06-30,2020-08-27,2099-12-31,.410391139564,SEC-NPORT-2020q3
XLF,RF,2020-09-30,2020-11-19,2099-12-31,.409611978962,SEC-NPORT-2020q4
XLF,RF,2020-12-31,2021-02-26,2099-12-31,.467495444964,SEC-NPORT-2021q1
XLF,RF,2021-03-31,2021-05-28,2099-12-31,.520395505164,SEC-NPORT-2021q2
XLF,RF,2021-06-30,2021-08-27,2099-12-31,.472268797916,SEC-NPORT-2021q3
XLF,RF,2021-09-30,2021-11-26,2099-12-31,.487988596212,SEC-NPORT-2021q4
XLF,RF,2021-12-31,2022-02-25,2099-12-31,.480770365083,SEC-NPORT-2022q1
XLF,RF,2022-03-31,2022-05-27,2099-12-31,.492095191014,SEC-NPORT-2022q2
XLF,RF,2022-06-30,2022-08-26,2099-12-31,.506282250864,SEC-NPORT-2022q3
XLF,RF,2022-09-30,2022-11-28,2099-12-31,.561979878925,SEC-NPORT-2022q4
XLF,RF,2022-12-31,2023-02-28,2099-12-31,.53564681787,SEC-NPORT-2023q1
XLF,RF,2023-03-31,2023-05-30,2099-12-31,.390088840906,SEC-NPORT-2023q2
XLF,RF,2023-06-30,2023-08-28,2099-12-31,.361760187804,SEC-NPORT-2023q3
XLF,RF,2023-09-30,2023-11-28,2099-12-31,.349950582799,SEC-NPORT-2023q4
XLF,RJF,2019-09-30,2019-11-18,2099-12-31,.318082456113,SEC-NPORT-2019q4
XLF,RJF,2019-12-31,2020-02-28,2099-12-31,.317807652504,SEC-NPORT-2020q1
XLF,RJF,2020-03-31,2020-06-01,2099-12-31,.332420595892,SEC-NPORT-2020q2
XLF,RJF,2020-06-30,2020-08-27,2099-12-31,.323691018935,SEC-NPORT-2020q3
XLF,RJF,2020-09-30,2020-11-19,2099-12-31,.328777418299,SEC-NPORT-2020q4
XLF,RJF,2020-12-31,2021-02-26,2099-12-31,.352054806079,SEC-NPORT-2021q1
XLF,RJF,2021-03-31,2021-05-28,2099-12-31,.393894638972,SEC-NPORT-2021q2
XLF,RJF,2021-06-30,2021-08-27,2099-12-31,.386740180643,SEC-NPORT-2021q3
XLF,RJF,2021-09-30,2021-11-26,2099-12-31,.410014464846,SEC-NPORT-2021q4
XLF,RJF,2021-12-31,2022-02-25,2099-12-31,.430228224196,SEC-NPORT-2022q1
XLF,RJF,2022-03-31,2022-05-27,2099-12-31,.481931192283,SEC-NPORT-2022q2
XLF,RJF,2022-06-30,2022-08-26,2099-12-31,.501312901751,SEC-NPORT-2022q3
XLF,RJF,2022-09-30,2022-11-28,2099-12-31,.576451255149,SEC-NPORT-2022q4
XLF,RJF,2022-12-31,2023-02-28,2099-12-31,.551875735722,SEC-NPORT-2023q1
XLF,RJF,2023-03-31,2023-05-30,2099-12-31,.406829869072,SEC-NPORT-2023q2
XLF,RJF,2023-06-30,2023-08-28,2099-12-31,.432924042893,SEC-NPORT-2023q3
XLF,RJF,2023-09-30,2023-11-28,2099-12-31,.409247839304,SEC-NPORT-2023q4
XLF,SPGI,2019-09-30,2019-11-18,2099-12-31,1.883610251152,SEC-NPORT-2019q4
XLF,SPGI,2019-12-31,2020-02-28,2099-12-31,1.921361904181,SEC-NPORT-2020q1
XLF,SPGI,2020-03-31,2020-06-01,2099-12-31,2.551757010987,SEC-NPORT-2020q2
XLF,SPGI,2020-06-30,2020-08-27,2099-12-31,3.060867482593,SEC-NPORT-2020q3
XLF,SPGI,2020-09-30,2020-11-19,2099-12-31,3.214669343235,SEC-NPORT-2020q4
XLF,SPGI,2020-12-31,2021-02-26,2099-12-31,2.388233654756,SEC-NPORT-2021q1
XLF,SPGI,2021-03-31,2021-05-28,2099-12-31,2.226965835134,SEC-NPORT-2021q2
XLF,SPGI,2021-06-30,2021-08-27,2099-12-31,2.407317836435,SEC-NPORT-2021q3
XLF,SPGI,2021-09-30,2021-11-26,2099-12-31,2.456679453097,SEC-NPORT-2021q4
XLF,SPGI,2021-12-31,2022-02-25,2099-12-31,2.631058353218,SEC-NPORT-2022q1
XLF,SPGI,2022-03-31,2022-05-27,2099-12-31,3.409739903594,SEC-NPORT-2022q2
XLF,SPGI,2022-06-30,2022-08-26,2099-12-31,3.37402544229,SEC-NPORT-2022q3
XLF,SPGI,2022-09-30,2022-11-28,2099-12-31,3.128643962657,SEC-NPORT-2022q4
XLF,SPGI,2022-12-31,2023-02-28,2099-12-31,2.968412933318,SEC-NPORT-2023q1
XLF,SPGI,2023-03-31,2023-05-30,2099-12-31,2.554117740966,SEC-NPORT-2023q2
XLF,SPGI,2023-06-30,2023-08-28,2099-12-31,2.842823400756,SEC-NPORT-2023q3
XLF,SPGI,2023-09-30,2023-11-28,2099-12-31,2.577833128354,SEC-NPORT-2023q4
XLF,STT,2019-09-30,2019-11-18,2099-12-31,.688412168478,SEC-NPORT-2019q4
XLF,STT,2019-12-31,2020-02-28,2099-12-31,.827995613428,SEC-NPORT-2020q1
XLF,STT,2020-03-31,2020-06-01,2099-12-31,.825296234705,SEC-NPORT-2020q2
XLF,STT,2020-06-30,2020-08-27,2099-12-31,.862526165374,SEC-NPORT-2020q3
XLF,STT,2020-09-30,2020-11-19,2099-12-31,.773599144321,SEC-NPORT-2020q4
XLF,STT,2020-12-31,2021-02-26,2099-12-31,.775289578663,SEC-NPORT-2021q1
XLF,STT,2021-03-31,2021-05-28,2099-12-31,.774855678237,SEC-NPORT-2021q2
XLF,STT,2021-06-30,2021-08-27,2099-12-31,.696638456693,SEC-NPORT-2021q3
XLF,STT,2021-09-30,2021-11-26,2099-12-31,.742676976809,SEC-NPORT-2021q4
XLF,STT,2021-12-31,2022-02-25,2099-12-31,.786614795511,SEC-NPORT-2022q1
XLF,STT,2022-03-31,2022-05-27,2099-12-31,.748285136168,SEC-NPORT-2022q2
XLF,STT,2022-06-30,2022-08-26,2099-12-31,.65273410729,SEC-NPORT-2022q3
XLF,STT,2022-09-30,2022-11-28,2099-12-31,.672222276712,SEC-NPORT-2022q4
XLF,STT,2022-12-31,2023-02-28,2099-12-31,.75824348067,SEC-NPORT-2023q1
XLF,STT,2023-03-31,2023-05-30,2099-12-31,.5944548281,SEC-NPORT-2023q2
XLF,STT,2023-06-30,2023-08-28,2099-12-31,.529229753603,SEC-NPORT-2023q3
XLF,STT,2023-09-30,2023-11-28,2099-12-31,.462611949623,SEC-NPORT-2023q4
XLF,SYF,2019-09-30,2019-11-18,2099-12-31,.649538713927,SEC-NPORT-2019q4
XLF,SYF,2019-12-31,2020-02-28,2099-12-31,.616125374469,SEC-NPORT-2020q1
XLF,SYF,2020-03-31,2020-06-01,2099-12-31,.386904364226,SEC-NPORT-2020q2
XLF,SYF,2020-06-30,2020-08-27,2099-12-31,.458917669093,SEC-NPORT-2020q3
XLF,SYF,2020-09-30,2020-11-19,2099-12-31,.525702202754,SEC-NPORT-2020q4
XLF,SYF,2020-12-31,2021-02-26,2099-12-31,.569041382063,SEC-NPORT-2021q1
XLF,SYF,2021-03-31,2021-05-28,2099-12-31,.579039162468,SEC-NPORT-2021q2
XLF,SYF,2021-06-30,2021-08-27,2099-12-31,.638916561622,SEC-NPORT-2021q3
XLF,SYF,2021-09-30,2021-11-26,2099-12-31,.668043268207,SEC-NPORT-2021q4
XLF,SYF,2021-12-31,2022-02-25,2099-12-31,.587358332272,SEC-NPORT-2022q1
XLF,SYF,2022-03-31,2022-05-27,2099-12-31,.425845706112,SEC-NPORT-2022q2
XLF,SYF,2022-06-30,2022-08-26,2099-12-31,.399482380821,SEC-NPORT-2022q3
XLF,SYF,2022-09-30,2022-11-28,2099-12-31,.408419205256,SEC-NPORT-2022q4
XLF,SYF,2022-12-31,2023-02-28,2099-12-31,.394026588557,SEC-NPORT-2023q1
XLF,SYF,2023-03-31,2023-05-30,2099-12-31,.286005158868,SEC-NPORT-2023q2
XLF,SYF,2023-06-30,2023-08-28,2099-12-31,.318179361862,SEC-NPORT-2023q3
XLF,SYF,2023-09-30,2023-11-28,2099-12-31,.277177607781,SEC-NPORT-2023q4
XLF,TFC,2019-12-31,2020-02-28,2099-12-31,2.173900507597,SEC-NPORT-2020q1
XLF,TFC,2020-03-31,2020-06-01,2099-12-31,1.7620441044,SEC-NPORT-2020q2
XLF,TFC,2020-06-30,2020-08-27,2099-12-31,1.951270776149,SEC-NPORT-2020q3
XLF,TFC,2020-09-30,2020-11-19,2099-12-31,1.89728720739,SEC-NPORT-2020q4
XLF,TFC,2020-12-31,2021-02-26,2099-12-31,1.951092946723,SEC-NPORT-2021q1
XLF,TFC,2021-03-31,2021-05-28,2099-12-31,2.060095146931,SEC-NPORT-2021q2
XLF,TFC,2021-06-30,2021-08-27,2099-12-31,1.817141813117,SEC-NPORT-2021q3
XLF,TFC,2021-09-30,2021-11-26,2099-12-31,1.878077747135,SEC-NPORT-2021q4
XLF,TFC,2021-12-31,2022-02-25,2099-12-31,1.808163383071,SEC-NPORT-2022q1
XLF,TFC,2022-03-31,2022-05-27,2099-12-31,1.776249753958,SEC-NPORT-2022q2
XLF,TFC,2022-06-30,2022-08-26,2099-12-31,1.821308243991,SEC-NPORT-2022q3
XLF,TFC,2022-09-30,2022-11-28,2099-12-31,1.739172302509,SEC-NPORT-2022q4
XLF,TFC,2022-12-31,2023-02-28,2099-12-31,1.517450795199,SEC-NPORT-2023q1
XLF,TFC,2023-03-31,2023-05-30,2099-12-31,1.018157146078,SEC-NPORT-2023q2
XLF,TFC,2023-06-30,2023-08-28,2099-12-31,.874547045307,SEC-NPORT-2023q3
XLF,TFC,2023-09-30,2023-11-28,2099-12-31,.826264892568,SEC-NPORT-2023q4
XLF,UNM,2019-09-30,2019-11-18,2099-12-31,.193548117726,SEC-NPORT-2019q4
XLF,UNM,2019-12-31,2020-02-28,2099-12-31,.173046832324,SEC-NPORT-2020q1
XLF,UNM,2020-03-31,2020-06-01,2099-12-31,.131929998936,SEC-NPORT-2020q2
XLF,UNM,2020-06-30,2020-08-27,2099-12-31,.130148306649,SEC-NPORT-2020q3
XLF,UNM,2020-09-30,2020-11-19,2099-12-31,.12674355675,SEC-NPORT-2020q4
XLF,UNM,2020-12-31,2021-02-26,2099-12-31,.14108030236,SEC-NPORT-2021q1
XLF,UNM,2021-03-31,2021-05-28,2099-12-31,.148667114705,SEC-NPORT-2021q2
XLF,UNM,2021-06-30,2021-08-27,2099-12-31,.141212534475,SEC-NPORT-2021q3
XLF,V,2023-03-31,2023-05-30,2099-12-31,8.244339209731,SEC-NPORT-2023q2
XLF,V,2023-06-30,2023-08-28,2099-12-31,8.312011965106,SEC-NPORT-2023q3
XLF,V,2023-09-30,2023-11-28,2099-12-31,8.01188528535,SEC-NPORT-2023q4
XLF,WTW,2019-09-30,2019-11-18,2099-12-31,.777130732662,SEC-NPORT-2019q4
XLF,WTW,2019-12-31,2020-02-28,2099-12-31,.747319788604,SEC-NPORT-2020q1
XLF,WTW,2020-03-31,2020-06-01,2099-12-31,.930437912171,SEC-NPORT-2020q2
XLF,WTW,2020-06-30,2020-08-27,2099-12-31,.9777255374,SEC-NPORT-2020q3
XLF,WTW,2020-09-30,2020-11-19,2099-12-31,.995214147618,SEC-NPORT-2020q4
XLF,WTW,2020-12-31,2021-02-26,2099-12-31,.819929986565,SEC-NPORT-2021q1
XLF,WTW,2021-03-31,2021-05-28,2099-12-31,.774095675801,SEC-NPORT-2021q2
XLF,WTW,2021-06-30,2021-08-27,2099-12-31,.722187446454,SEC-NPORT-2021q3
XLF,WTW,2021-09-30,2021-11-26,2099-12-31,.719676561453,SEC-NPORT-2021q4
XLF,WTW,2021-12-31,2022-02-25,2099-12-31,.68443995219,SEC-NPORT-2022q1
XLF,WTW,2022-03-31,2022-05-27,2099-12-31,.676665593352,SEC-NPORT-2022q2
XLF,WTW,2022-06-30,2022-08-26,2099-12-31,.6346062516,SEC-NPORT-2022q3
XLF,WTW,2022-09-30,2022-11-28,2099-12-31,.664361391183,SEC-NPORT-2022q4
XLF,WTW,2022-12-31,2023-02-28,2099-12-31,.704549021978,SEC-NPORT-2023q1
XLF,WTW,2023-03-31,2023-05-30,2099-12-31,.558208426918,SEC-NPORT-2023q2
XLF,WTW,2023-06-30,2023-08-28,2099-12-31,.540784160744,SEC-NPORT-2023q3
XLF,WTW,2023-09-30,2023-11-28,2099-12-31,.474852196642,SEC-NPORT-2023q4
XLI,AAL,2019-09-30,2019-11-18,2099-12-31,.462325270744,SEC-NPORT-2019q4
XLI,AAL,2019-12-31,2020-02-28,2099-12-31,.460577135534,SEC-NPORT-2020q1
XLI,AAL,2020-03-31,2020-06-01,2099-12-31,.269240586381,SEC-NPORT-2020q2
XLI,AAL,2020-06-30,2020-08-27,2099-12-31,.318571978729,SEC-NPORT-2020q3
XLI,AAL,2020-09-30,2020-11-19,2099-12-31,.270262334532,SEC-NPORT-2020q4
XLI,AAL,2020-12-31,2021-02-26,2099-12-31,.361883226617,SEC-NPORT-2021q1
XLI,AAL,2021-03-31,2021-05-28,2099-12-31,.512028326506,SEC-NPORT-2021q2
XLI,AAL,2021-06-30,2021-08-27,2099-12-31,.437958175691,SEC-NPORT-2021q3
XLI,AAL,2021-09-30,2021-11-26,2099-12-31,.450591140977,SEC-NPORT-2021q4
XLI,AAL,2021-12-31,2022-02-25,2099-12-31,.368717236069,SEC-NPORT-2022q1
XLI,AAL,2022-03-31,2022-05-27,2099-12-31,.392197638714,SEC-NPORT-2022q2
XLI,AAL,2022-06-30,2022-08-26,2099-12-31,.330082160634,SEC-NPORT-2022q3
XLI,AAL,2022-09-30,2022-11-28,2099-12-31,.329151944895,SEC-NPORT-2022q4
XLI,AAL,2022-12-31,2023-02-28,2099-12-31,.296648040713,SEC-NPORT-2023q1
XLI,AAL,2023-03-31,2023-05-30,2099-12-31,.321854079177,SEC-NPORT-2023q2
XLI,AAL,2023-06-30,2023-08-29,2099-12-31,.370620725074,SEC-NPORT-2023q3
XLI,AAL,2023-09-30,2023-11-28,2099-12-31,.280240248478,SEC-NPORT-2023q4
XLI,ADP,2023-03-31,2023-05-30,2099-12-31,3.095385471002,SEC-NPORT-2023q2
XLI,ADP,2023-06-30,2023-08-29,2099-12-31,2.873175183623,SEC-NPORT-2023q3
XLI,ADP,2023-09-30,2023-11-28,2099-12-31,3.319382504181,SEC-NPORT-2023q4
XLI,ALK,2019-09-30,2019-11-18,2099-12-31,.347146040015,SEC-NPORT-2019q4
XLI,ALK,2019-12-31,2020-02-28,2099-12-31,.342295768575,SEC-NPORT-2020q1
XLI,ALK,2020-03-31,2020-06-01,2099-12-31,.198701439817,SEC-NPORT-2020q2
XLI,ALK,2020-06-30,2020-08-27,2099-12-31,.216780132825,SEC-NPORT-2020q3
XLI,ALK,2020-09-30,2020-11-19,2099-12-31,.195841969278,SEC-NPORT-2020q4
XLI,ALK,2020-12-31,2021-02-26,2099-12-31,.242039853571,SEC-NPORT-2021q1
XLI,ALK,2021-03-31,2021-05-28,2099-12-31,.287935234161,SEC-NPORT-2021q2
XLI,ALK,2021-06-30,2021-08-27,2099-12-31,.240909432902,SEC-NPORT-2021q3
XLI,ALK,2021-09-30,2021-11-26,2099-12-31,.246752781144,SEC-NPORT-2021q4
XLI,ALK,2021-12-31,2022-02-25,2099-12-31,.206879672484,SEC-NPORT-2022q1
XLI,ALK,2022-03-31,2022-05-27,2099-12-31,.242378461116,SEC-NPORT-2022q2
XLI,ALK,2022-06-30,2022-08-26,2099-12-31,.202396848539,SEC-NPORT-2022q3
XLI,ALK,2022-09-30,2022-11-28,2099-12-31,.208946054298,SEC-NPORT-2022q4
XLI,ALK,2022-12-31,2023-02-28,2099-12-31,.195431526267,SEC-NPORT-2023q1
XLI,ALK,2023-03-31,2023-05-30,2099-12-31,.179458939623,SEC-NPORT-2023q2
XLI,ALK,2023-06-30,2023-08-29,2099-12-31,.215266922261,SEC-NPORT-2023q3
XLI,ALK,2023-09-30,2023-11-28,2099-12-31,.158926998648,SEC-NPORT-2023q4
XLI,ALLE,2019-09-30,2019-11-18,2099-12-31,.418937928749,SEC-NPORT-2019q4
XLI,ALLE,2019-12-31,2020-02-28,2099-12-31,.476516800795,SEC-NPORT-2020q1
XLI,ALLE,2020-03-31,2020-06-01,2099-12-31,.484288837193,SEC-NPORT-2020q2
XLI,ALLE,2020-06-30,2020-08-27,2099-12-31,.459585087927,SEC-NPORT-2020q3
XLI,ALLE,2020-09-30,2020-11-19,2099-12-31,.394493502782,SEC-NPORT-2020q4
XLI,ALLE,2020-12-31,2021-02-26,2099-12-31,.402451319155,SEC-NPORT-2021q1
XLI,ALLE,2021-03-31,2021-05-28,2099-12-31,.381766315565,SEC-NPORT-2021q2
XLI,ALLE,2021-06-30,2021-08-27,2099-12-31,.403450337071,SEC-NPORT-2021q3
XLI,ALLE,2021-09-30,2021-11-26,2099-12-31,.403511342638,SEC-NPORT-2021q4
XLI,ALLE,2021-12-31,2022-02-25,2099-12-31,.376675363383,SEC-NPORT-2022q1
XLI,ALLE,2022-03-31,2022-05-27,2099-12-31,.326682889397,SEC-NPORT-2022q2
XLI,ALLE,2022-06-30,2022-08-26,2099-12-31,.344494284573,SEC-NPORT-2022q3
XLI,ALLE,2022-09-30,2022-11-28,2099-12-31,.331423244345,SEC-NPORT-2022q4
XLI,ALLE,2022-12-31,2023-02-28,2099-12-31,.331834937784,SEC-NPORT-2023q1
XLI,ALLE,2023-03-31,2023-05-30,2099-12-31,.314437152411,SEC-NPORT-2023q2
XLI,ALLE,2023-06-30,2023-08-29,2099-12-31,.33400375958,SEC-NPORT-2023q3
XLI,ALLE,2023-09-30,2023-11-28,2099-12-31,.30711030281,SEC-NPORT-2023q4
XLI,AME,2019-09-30,2019-11-18,2099-12-31,.906986849467,SEC-NPORT-2019q4
XLI,AME,2019-12-31,2020-02-28,2099-12-31,.939137675904,SEC-NPORT-2020q1
XLI,AME,2020-03-31,2020-06-01,2099-12-31,.93265356741,SEC-NPORT-2020q2
XLI,AME,2020-06-30,2020-08-27,2099-12-31,.999632323023,SEC-NPORT-2020q3
XLI,AME,2020-09-30,2020-11-19,2099-12-31,.98700940439,SEC-NPORT-2020q4
XLI,AME,2020-12-31,2021-02-26,2099-12-31,1.045290616747,SEC-NPORT-2021q1
XLI,AME,2021-03-31,2021-05-28,2099-12-31,.986303457541,SEC-NPORT-2021q2
XLI,AME,2021-06-30,2021-08-27,2099-12-31,.992467950972,SEC-NPORT-2021q3
XLI,AME,2021-09-30,2021-11-26,2099-12-31,.971937216692,SEC-NPORT-2021q4
XLI,AME,2021-12-31,2022-02-25,2099-12-31,1.077949356311,SEC-NPORT-2022q1
XLI,AME,2022-03-31,2022-05-27,2099-12-31,1.02221055371,SEC-NPORT-2022q2
XLI,AME,2022-06-30,2022-08-26,2099-12-31,1.016972510155,SEC-NPORT-2022q3
XLI,AME,2022-09-30,2022-11-28,2099-12-31,1.095378788348,SEC-NPORT-2022q4
XLI,AME,2022-12-31,2023-02-28,2099-12-31,1.151437430913,SEC-NPORT-2023q1
XLI,AME,2023-03-31,2023-05-30,2099-12-31,1.11936185306,SEC-NPORT-2023q2
XLI,AME,2023-06-30,2023-08-29,2099-12-31,1.18053647567,SEC-NPORT-2023q3
XLI,AME,2023-09-30,2023-11-28,2099-12-31,1.142759994834,SEC-NPORT-2023q4
