sector,symbol,effective_from,available_from,effective_to,weight,source
XLB,ALB,2019-09-30,2019-11-18,2099-12-31,1.117679596497,SEC-NPORT-2019q4
XLB,ALB,2019-12-31,2020-02-28,2099-12-31,1.097749114644,SEC-NPORT-2020q1
XLB,ALB,2020-03-31,2020-06-01,2099-12-31,1.153000046254,SEC-NPORT-2020q2
XLB,ALB,2020-06-30,2020-08-27,2099-12-31,1.321657956269,SEC-NPORT-2020q3
XLB,ALB,2020-09-30,2020-11-19,2099-12-31,1.351167850268,SEC-NPORT-2020q4
XLB,ALB,2020-12-31,2021-02-26,2099-12-31,1.90166704529,SEC-NPORT-2021q1
XLB,ALB,2021-03-31,2021-05-28,2099-12-31,1.908729614368,SEC-NPORT-2021q2
XLB,ALB,2021-06-30,2021-08-27,2099-12-31,2.106019348136,SEC-NPORT-2021q3
XLB,ALB,2021-09-30,2021-11-26,2099-12-31,2.819826682832,SEC-NPORT-2021q4
XLB,ALB,2021-12-31,2022-02-25,2099-12-31,2.638663086056,SEC-NPORT-2022q1
XLB,ALB,2022-03-31,2022-05-27,2099-12-31,2.577552959614,SEC-NPORT-2022q2
XLB,ALB,2022-06-30,2022-08-26,2099-12-31,2.949954630572,SEC-NPORT-2022q3
XLB,ALB,2022-09-30,2022-11-28,2099-12-31,4.085707242966,SEC-NPORT-2022q4
XLB,ALB,2022-12-31,2023-02-28,2099-12-31,2.880793368946,SEC-NPORT-2023q1
XLB,ALB,2023-03-31,2023-05-30,2099-12-31,2.848453957357,SEC-NPORT-2023q2
XLB,ALB,2023-06-30,2023-08-28,2099-12-31,2.814301193201,SEC-NPORT-2023q3
XLB,ALB,2023-09-30,2023-11-28,2099-12-31,2.261140101179,SEC-NPORT-2023q4
XLB,AMCR,2019-09-30,2019-11-18,2099-12-31,2.40269868761,SEC-NPORT-2019q4
XLB,AMCR,2019-12-31,2020-02-28,2099-12-31,2.489207846613,SEC-NPORT-2020q1
XLB,AMCR,2020-03-31,2020-06-01,2099-12-31,2.537635243118,SEC-NPORT-2020q2
XLB,AMCR,2020-06-30,2020-08-27,2099-12-31,2.587929261519,SEC-NPORT-2020q3
XLB,AMCR,2020-09-30,2020-11-19,2099-12-31,2.466372612755,SEC-NPORT-2020q4
XLB,AMCR,2020-12-31,2021-02-26,2099-12-31,2.235544778614,SEC-NPORT-2021q1
XLB,AMCR,2021-03-31,2021-05-28,2099-12-31,2.043394407917,SEC-NPORT-2021q2
XLB,AMCR,2021-06-30,2021-08-27,2099-12-31,1.892473223824,SEC-NPORT-2021q3
XLB,AMCR,2021-09-30,2021-11-26,2099-12-31,1.967722857353,SEC-NPORT-2021q4
XLB,AMCR,2021-12-31,2022-02-25,2099-12-31,1.776824411164,SEC-NPORT-2022q1
XLB,AMCR,2022-03-31,2022-05-27,2099-12-31,1.708939048848,SEC-NPORT-2022q2
XLB,AMCR,2022-06-30,2022-08-26,2099-12-31,2.251599837462,SEC-NPORT-2022q3
XLB,AMCR,2022-09-30,2022-11-28,2099-12-31,2.127020157817,SEC-NPORT-2022q4
XLB,AMCR,2022-12-31,2023-02-28,2099-12-31,2.010909365543,SEC-NPORT-2023q1
XLB,AMCR,2023-03-31,2023-05-30,2099-12-31,1.859866817915,SEC-NPORT-2023q2
XLB,AMCR,2023-06-30,2023-08-28,2099-12-31,1.578824601329,SEC-NPORT-2023q3
XLB,AMCR,2023-09-30,2023-11-28,2099-12-31,1.527398635471,SEC-NPORT-2023q4
XLB,APD,2019-09-30,2019-11-18,2099-12-31,7.247038804754,SEC-NPORT-2019q4
XLB,APD,2019-12-31,2020-02-28,2099-12-31,7.282752846947,SEC-NPORT-2020q1
XLB,APD,2020-03-31,2020-06-01,2099-12-31,8.416903104241,SEC-NPORT-2020q2
XLB,AVY,2019-09-30,2019-11-18,2099-12-31,1.450399968563,SEC-NPORT-2019q4
XLB,AVY,2019-12-31,2020-02-28,2099-12-31,1.548321611039,SEC-NPORT-2020q1
XLB,AVY,2020-03-31,2020-06-01,2099-12-31,1.64083599902,SEC-NPORT-2020q2
XLB,AVY,2020-06-30,2020-08-27,2099-12-31,1.530077846325,SEC-NPORT-2020q3
XLB,AVY,2020-09-30,2020-11-19,2099-12-31,1.51848121325,SEC-NPORT-2020q4
XLB,AVY,2020-12-31,2021-02-26,2099-12-31,1.566923505383,SEC-NPORT-2021q1
XLB,AVY,2021-03-31,2021-05-28,2099-12-31,1.707802979639,SEC-NPORT-2021q2
XLB,AVY,2021-06-30,2021-08-27,2099-12-31,1.869169208203,SEC-NPORT-2021q3
XLB,AVY,2021-09-30,2021-11-26,2099-12-31,1.891291732668,SEC-NPORT-2021q4
XLB,AVY,2021-12-31,2022-02-25,2099-12-31,1.730367216865,SEC-NPORT-2022q1
XLB,AVY,2022-03-31,2022-05-27,2099-12-31,1.435222365787,SEC-NPORT-2022q2
XLB,AVY,2022-06-30,2022-08-26,2099-12-31,1.59452406352,SEC-NPORT-2022q3
XLB,AVY,2022-09-30,2022-11-28,2099-12-31,1.743875904083,SEC-NPORT-2022q4
XLB,AVY,2022-12-31,2023-02-28,2099-12-31,1.661793088739,SEC-NPORT-2023q1
XLB,AVY,2023-03-31,2023-05-30,2099-12-31,1.593627606673,SEC-NPORT-2023q2
XLB,AVY,2023-06-30,2023-08-28,2099-12-31,1.491101882502,SEC-NPORT-2023q3
XLB,AVY,2023-09-30,2023-11-28,2099-12-31,1.667960711925,SEC-NPORT-2023q4
XLB,BALL,2019-09-30,2019-11-18,2099-12-31,3.666891341394,SEC-NPORT-2019q4
XLB,BALL,2019-12-31,2020-02-28,2099-12-31,2.998421384553,SEC-NPORT-2020q1
XLB,BALL,2020-03-31,2020-06-01,2099-12-31,4.080198372056,SEC-NPORT-2020q2
XLB,BALL,2020-06-30,2020-08-27,2099-12-31,3.647087023645,SEC-NPORT-2020q3
XLB,BALL,2020-09-30,2020-11-19,2099-12-31,3.862882942678,SEC-NPORT-2020q4
XLB,BALL,2020-12-31,2021-02-26,2099-12-31,3.691005869338,SEC-NPORT-2021q1
XLB,BALL,2021-03-31,2021-05-28,2099-12-31,3.112433480702,SEC-NPORT-2021q2
XLB,BALL,2021-06-30,2021-08-27,2099-12-31,2.848552723276,SEC-NPORT-2021q3
XLB,BALL,2021-09-30,2021-11-26,2099-12-31,3.235779324563,SEC-NPORT-2021q4
XLB,BALL,2021-12-31,2022-02-25,2099-12-31,3.008895912724,SEC-NPORT-2022q1
XLB,BALL,2022-03-31,2022-05-27,2099-12-31,2.904603126646,SEC-NPORT-2022q2
XLB,BALL,2022-06-30,2022-08-26,2099-12-31,2.650840174133,SEC-NPORT-2022q3
XLB,BALL,2022-09-30,2022-11-28,2099-12-31,2.003370278975,SEC-NPORT-2022q4
XLB,BALL,2022-12-31,2023-02-28,2099-12-31,1.820371171369,SEC-NPORT-2023q1
XLB,BALL,2023-03-31,2023-05-30,2099-12-31,1.902981294659,SEC-NPORT-2023q2
XLB,BALL,2023-06-30,2023-08-28,2099-12-31,1.968540954439,SEC-NPORT-2023q3
XLB,BALL,2023-09-30,2023-11-28,2099-12-31,1.777291341136,SEC-NPORT-2023q4
XLB,CE,2019-09-30,2019-11-18,2099-12-31,2.295375854659,SEC-NPORT-2019q4
XLB,CE,2019-12-31,2020-02-28,2099-12-31,2.109161805138,SEC-NPORT-2020q1
XLB,CE,2020-03-31,2020-06-01,2099-12-31,1.711151843249,SEC-NPORT-2020q2
XLB,CE,2020-06-30,2020-08-27,2099-12-31,1.643323703208,SEC-NPORT-2020q3
XLB,CE,2020-09-30,2020-11-19,2099-12-31,1.808838609149,SEC-NPORT-2020q4
XLB,CE,2020-12-31,2021-02-26,2099-12-31,1.839261738599,SEC-NPORT-2021q1
XLB,CE,2021-03-31,2021-05-28,2099-12-31,1.915596601813,SEC-NPORT-2021q2
XLB,CE,2021-06-30,2021-08-27,2099-12-31,1.828850721582,SEC-NPORT-2021q3
XLB,CE,2021-09-30,2021-11-26,2099-12-31,1.843140257524,SEC-NPORT-2021q4
XLB,CE,2021-12-31,2022-02-25,2099-12-31,1.765643985019,SEC-NPORT-2022q1
XLB,CE,2022-03-31,2022-05-27,2099-12-31,1.537868312392,SEC-NPORT-2022q2
XLB,CE,2022-06-30,2022-08-26,2099-12-31,1.535441151022,SEC-NPORT-2022q3
XLB,CE,2022-09-30,2022-11-28,2099-12-31,1.18792069617,SEC-NPORT-2022q4
XLB,CE,2022-12-31,2023-02-28,2099-12-31,1.156458824402,SEC-NPORT-2023q1
XLB,CE,2023-03-31,2023-05-30,2099-12-31,1.194818674695,SEC-NPORT-2023q2
XLB,CE,2023-06-30,2023-08-28,2099-12-31,1.246052497158,SEC-NPORT-2023q3
XLB,CE,2023-09-30,2023-11-28,2099-12-31,1.423675520927,SEC-NPORT-2023q4
XLB,CF,2019-09-30,2019-11-18,2099-12-31,1.629503217692,SEC-NPORT-2019q4
XLB,CF,2019-12-31,2020-02-28,2099-12-31,1.471226231166,SEC-NPORT-2020q1
XLB,CF,2020-03-31,2020-06-01,2099-12-31,1.140777203051,SEC-NPORT-2020q2
XLB,CF,2020-06-30,2020-08-27,2099-12-31,.968539680137,SEC-NPORT-2020q3
XLB,CF,2020-09-30,2020-11-19,2099-12-31,.934695449508,SEC-NPORT-2020q4
XLB,CF,2020-12-31,2021-02-26,2099-12-31,1.002782169937,SEC-NPORT-2021q1
XLB,CF,2021-03-31,2021-05-28,2099-12-31,1.087718105723,SEC-NPORT-2021q2
XLB,CF,2021-06-30,2021-08-27,2099-12-31,1.182134556503,SEC-NPORT-2021q3
XLB,CF,2021-09-30,2021-11-26,2099-12-31,1.322132760317,SEC-NPORT-2021q4
XLB,CF,2021-12-31,2022-02-25,2099-12-31,1.464824773607,SEC-NPORT-2022q1
XLB,CF,2022-03-31,2022-05-27,2099-12-31,2.20251737487,SEC-NPORT-2022q2
XLB,CF,2022-06-30,2022-08-26,2099-12-31,2.15561732406,SEC-NPORT-2022q3
XLB,CF,2022-09-30,2022-11-28,2099-12-31,2.529847313888,SEC-NPORT-2022q4
XLB,CF,2022-12-31,2023-02-28,2099-12-31,1.895369815862,SEC-NPORT-2023q1
XLB,CF,2023-03-31,2023-05-30,2099-12-31,1.564363831265,SEC-NPORT-2023q2
XLB,CF,2023-06-30,2023-08-28,2099-12-31,1.454790712475,SEC-NPORT-2023q3
XLB,CF,2023-09-30,2023-11-28,2099-12-31,1.874733939664,SEC-NPORT-2023q4
XLB,CTVA,2019-09-30,2019-11-18,2099-12-31,3.18087420079,SEC-NPORT-2019q4
XLB,CTVA,2019-12-31,2020-02-28,2099-12-31,3.135612408808,SEC-NPORT-2020q1
XLB,CTVA,2020-03-31,2020-06-01,2099-12-31,3.39251581492,SEC-NPORT-2020q2
XLB,CTVA,2020-06-30,2020-08-27,2099-12-31,3.227686470506,SEC-NPORT-2020q3
XLB,CTVA,2020-09-30,2020-11-19,2099-12-31,3.068968252991,SEC-NPORT-2020q4
XLB,CTVA,2020-12-31,2021-02-26,2099-12-31,3.493243332869,SEC-NPORT-2021q1
XLB,CTVA,2021-03-31,2021-05-28,2099-12-31,3.88518403915,SEC-NPORT-2021q2
XLB,CTVA,2021-06-30,2021-08-27,2099-12-31,3.501379346885,SEC-NPORT-2021q3
XLB,CTVA,2021-09-30,2021-11-26,2099-12-31,3.402030135736,SEC-NPORT-2021q4
XLB,CTVA,2021-12-31,2022-02-25,2099-12-31,3.325527924521,SEC-NPORT-2022q1
XLB,CTVA,2022-03-31,2022-05-27,2099-12-31,4.164044613544,SEC-NPORT-2022q2
XLB,CTVA,2022-06-30,2022-08-26,2099-12-31,4.722786082396,SEC-NPORT-2022q3
XLB,CTVA,2022-09-30,2022-11-28,2099-12-31,5.417301751767,SEC-NPORT-2022q4
XLB,CTVA,2022-12-31,2023-02-28,2099-12-31,4.762196960236,SEC-NPORT-2023q1
XLB,CTVA,2023-03-31,2023-05-30,2099-12-31,4.728856209061,SEC-NPORT-2023q2
XLB,CTVA,2023-06-30,2023-08-28,2099-12-31,4.379316932062,SEC-NPORT-2023q3
XLB,CTVA,2023-09-30,2023-11-28,2099-12-31,4.114886873671,SEC-NPORT-2023q4
XLB,DD,2019-09-30,2019-11-18,2099-12-31,7.8804313761,SEC-NPORT-2019q4
XLB,DD,2019-12-31,2020-02-28,2099-12-31,6.686716340865,SEC-NPORT-2020q1
XLB,DD,2020-03-31,2020-06-01,2099-12-31,4.446199849323,SEC-NPORT-2020q2
XLB,DD,2020-06-30,2020-08-27,2099-12-31,4.551929554127,SEC-NPORT-2020q3
XLB,DD,2020-09-30,2020-11-19,2099-12-31,4.339009092005,SEC-NPORT-2020q4
XLB,DD,2020-12-31,2021-02-26,2099-12-31,6.259106392799,SEC-NPORT-2021q1
XLB,DD,2021-03-31,2021-05-28,2099-12-31,4.584038640631,SEC-NPORT-2021q2
XLB,DD,2021-06-30,2021-08-27,2099-12-31,4.4120536286,SEC-NPORT-2021q3
XLB,DD,2021-09-30,2021-11-26,2099-12-31,3.916014595992,SEC-NPORT-2021q4
XLB,DD,2021-12-31,2022-02-25,2099-12-31,4.038643693599,SEC-NPORT-2022q1
XLB,DD,2022-03-31,2022-05-27,2099-12-31,3.760485553995,SEC-NPORT-2022q2
XLB,DD,2022-06-30,2022-08-26,2099-12-31,3.406843244064,SEC-NPORT-2022q3
XLB,DD,2022-09-30,2022-11-28,2099-12-31,3.330126842431,SEC-NPORT-2022q4
XLB,DD,2022-12-31,2023-02-28,2099-12-31,3.86604225385,SEC-NPORT-2023q1
XLB,DD,2023-03-31,2023-05-30,2099-12-31,3.616688955643,SEC-NPORT-2023q2
XLB,DD,2023-06-30,2023-08-28,2099-12-31,3.525575006928,SEC-NPORT-2023q3
XLB,DD,2023-09-30,2023-11-28,2099-12-31,3.880290585126,SEC-NPORT-2023q4
XLB,DOW,2020-03-31,2020-06-01,2099-12-31,4.182262348062,SEC-NPORT-2020q2
XLB,DOW,2020-06-30,2020-08-27,2099-12-31,4.320507195018,SEC-NPORT-2020q3
XLB,DOW,2020-09-30,2020-11-19,2099-12-31,4.323427904761,SEC-NPORT-2020q4
XLB,DOW,2020-12-31,2021-02-26,2099-12-31,4.498273314936,SEC-NPORT-2021q1
XLB,DOW,2021-03-31,2021-05-28,2099-12-31,5.249870353149,SEC-NPORT-2021q2
XLB,DOW,2021-06-30,2021-08-27,2099-12-31,4.364688469518,SEC-NPORT-2021q3
XLB,DOW,2021-09-30,2021-11-26,2099-12-31,4.726947596003,SEC-NPORT-2021q4
XLB,DOW,2021-12-31,2022-02-25,2099-12-31,4.048110496237,SEC-NPORT-2022q1
XLB,DOW,2022-03-31,2022-05-27,2099-12-31,4.671424795678,SEC-NPORT-2022q2
XLB,DOW,2022-06-30,2022-08-26,2099-12-31,4.529455471964,SEC-NPORT-2022q3
XLB,DOW,2022-09-30,2022-11-28,2099-12-31,4.161663970097,SEC-NPORT-2022q4
XLB,DOW,2022-12-31,2023-02-28,2099-12-31,4.021131580749,SEC-NPORT-2023q1
XLB,DOW,2023-03-31,2023-05-30,2099-12-31,4.250493551125,SEC-NPORT-2023q2
XLB,DOW,2023-06-30,2023-08-28,2099-12-31,4.050174522865,SEC-NPORT-2023q3
XLB,DOW,2023-09-30,2023-11-28,2099-12-31,4.107996678018,SEC-NPORT-2023q4
XLB,ECL,2019-09-30,2019-11-18,2099-12-31,7.3492679835,SEC-NPORT-2019q4
XLB,ECL,2019-12-31,2020-02-28,2099-12-31,6.804269161602,SEC-NPORT-2020q1
XLB,ECL,2020-03-31,2020-06-01,2099-12-31,7.475429959022,SEC-NPORT-2020q2
XLB,ECL,2020-06-30,2020-08-27,2099-12-31,7.594415515134,SEC-NPORT-2020q3
XLB,ECL,2020-09-30,2020-11-19,2099-12-31,6.776313424766,SEC-NPORT-2020q4
XLB,ECL,2020-12-31,2021-02-26,2099-12-31,6.444719250145,SEC-NPORT-2021q1
XLB,ECL,2021-03-31,2021-05-28,2099-12-31,5.865577525265,SEC-NPORT-2021q2
XLB,ECL,2021-06-30,2021-08-27,2099-12-31,5.415785673405,SEC-NPORT-2021q3
XLB,ECL,2021-09-30,2021-11-26,2099-12-31,5.717664870887,SEC-NPORT-2021q4
XLB,ECL,2021-12-31,2022-02-25,2099-12-31,5.643779420638,SEC-NPORT-2022q1
XLB,ECL,2022-03-31,2022-05-27,2099-12-31,4.386087844499,SEC-NPORT-2022q2
XLB,ECL,2022-06-30,2022-08-26,2099-12-31,4.606223509622,SEC-NPORT-2022q3
XLB,ECL,2022-09-30,2022-11-28,2099-12-31,4.723408964841,SEC-NPORT-2022q4
XLB,ECL,2022-12-31,2023-02-28,2099-12-31,4.090006248568,SEC-NPORT-2023q1
XLB,ECL,2023-03-31,2023-05-30,2099-12-31,4.511943049521,SEC-NPORT-2023q2
XLB,ECL,2023-06-30,2023-08-28,2099-12-31,4.971860016841,SEC-NPORT-2023q3
XLB,ECL,2023-09-30,2023-11-28,2099-12-31,4.869822555267,SEC-NPORT-2023q4
XLB,EMN,2019-09-30,2019-11-18,2099-12-31,1.534244569986,SEC-NPORT-2019q4
XLB,EMN,2019-12-31,2020-02-28,2099-12-31,1.527566251677,SEC-NPORT-2020q1
XLB,EMN,2020-03-31,2020-06-01,2099-12-31,1.22178454007,SEC-NPORT-2020q2
XLB,EMN,2020-06-30,2020-08-27,2099-12-31,1.523646638604,SEC-NPORT-2020q3
XLB,EMN,2020-09-30,2020-11-19,2099-12-31,1.504660840609,SEC-NPORT-2020q4
XLB,EMN,2020-12-31,2021-02-26,2099-12-31,1.645009153721,SEC-NPORT-2021q1
XLB,EMN,2021-03-31,2021-05-28,2099-12-31,1.675666177217,SEC-NPORT-2021q2
XLB,EMN,2021-06-30,2021-08-27,2099-12-31,1.70708608115,SEC-NPORT-2021q3
XLB,EMN,2021-09-30,2021-11-26,2099-12-31,1.506226770695,SEC-NPORT-2021q4
XLB,EMN,2021-12-31,2022-02-25,2099-12-31,1.568505773843,SEC-NPORT-2022q1
XLB,EMN,2022-03-31,2022-05-27,2099-12-31,1.440390514733,SEC-NPORT-2022q2
XLB,EMN,2022-06-30,2022-08-26,2099-12-31,1.394716762246,SEC-NPORT-2022q3
XLB,EMN,2022-09-30,2022-11-28,2099-12-31,1.15101784465,SEC-NPORT-2022q4
XLB,EMN,2022-12-31,2023-02-28,2099-12-31,1.108061417532,SEC-NPORT-2023q1
XLB,EMN,2023-03-31,2023-05-30,2099-12-31,1.102136292823,SEC-NPORT-2023q2
XLB,EMN,2023-06-30,2023-08-28,2099-12-31,1.072480861884,SEC-NPORT-2023q3
XLB,EMN,2023-09-30,2023-11-28,2099-12-31,1.030668714634,SEC-NPORT-2023q4
XLB,FCX,2019-09-30,2019-11-18,2099-12-31,2.106307226317,SEC-NPORT-2019q4
XLB,FCX,2019-12-31,2020-02-28,2099-12-31,2.698110222421,SEC-NPORT-2020q1
XLB,FCX,2020-03-31,2020-06-01,2099-12-31,1.889146596573,SEC-NPORT-2020q2
XLB,FCX,2020-06-30,2020-08-27,2099-12-31,2.704531945631,SEC-NPORT-2020q3
XLB,FCX,2020-09-30,2020-11-19,2099-12-31,3.232112727607,SEC-NPORT-2020q4
XLB,FCX,2020-12-31,2021-02-26,2099-12-31,4.577837382277,SEC-NPORT-2021q1
XLB,FCX,2021-03-31,2021-05-28,2099-12-31,5.291538704927,SEC-NPORT-2021q2
XLB,FCX,2021-06-30,2021-08-27,2099-12-31,5.748459833769,SEC-NPORT-2021q3
XLB,FCX,2021-09-30,2021-11-26,2099-12-31,5.258763144034,SEC-NPORT-2021q4
XLB,FCX,2021-12-31,2022-02-25,2099-12-31,5.913250256927,SEC-NPORT-2022q1
XLB,FCX,2022-03-31,2022-05-27,2099-12-31,7.276110451394,SEC-NPORT-2022q2
XLB,FCX,2022-06-30,2022-08-26,2099-12-31,5.111472200564,SEC-NPORT-2022q3
XLB,FCX,2022-09-30,2022-11-28,2099-12-31,5.155334714904,SEC-NPORT-2022q4
XLB,FCX,2022-12-31,2023-02-28,2099-12-31,6.158789767884,SEC-NPORT-2023q1
XLB,FCX,2023-03-31,2023-05-30,2099-12-31,6.432001958244,SEC-NPORT-2023q2
XLB,FCX,2023-06-30,2023-08-28,2099-12-31,6.163856140585,SEC-NPORT-2023q3
XLB,FCX,2023-09-30,2023-11-28,2099-12-31,6.058204510601,SEC-NPORT-2023q4
XLB,FMC,2019-09-30,2019-11-18,2099-12-31,1.734898820007,SEC-NPORT-2019q4
XLB,FMC,2019-12-31,2020-02-28,2099-12-31,1.833890652443,SEC-NPORT-2020q1
XLB,FMC,2020-03-31,2020-06-01,2099-12-31,2.042590633413,SEC-NPORT-2020q2
XLB,FMC,2020-06-30,2020-08-27,2099-12-31,2.076120812265,SEC-NPORT-2020q3
XLB,FMC,2020-09-30,2020-11-19,2099-12-31,1.952714049203,SEC-NPORT-2020q4
XLB,FMC,2020-12-31,2021-02-26,2099-12-31,1.805821125965,SEC-NPORT-2021q1
XLB,FMC,2021-03-31,2021-05-28,2099-12-31,1.602415270993,SEC-NPORT-2021q2
XLB,FMC,2021-06-30,2021-08-27,2099-12-31,1.493515346408,SEC-NPORT-2021q3
XLB,FMC,2021-09-30,2021-11-26,2099-12-31,1.297570121665,SEC-NPORT-2021q4
XLB,FMC,2021-12-31,2022-02-25,2099-12-31,1.344048757992,SEC-NPORT-2022q1
XLB,FMC,2022-03-31,2022-05-27,2099-12-31,1.661627285573,SEC-NPORT-2022q2
XLB,FMC,2022-06-30,2022-08-26,2099-12-31,1.624442881877,SEC-NPORT-2022q3
XLB,FMC,2022-09-30,2022-11-28,2099-12-31,1.756285020373,SEC-NPORT-2022q4
XLB,FMC,2022-12-31,2023-02-28,2099-12-31,1.782572424011,SEC-NPORT-2023q1
XLB,FMC,2023-03-31,2023-05-30,2099-12-31,1.692235814199,SEC-NPORT-2023q2
XLB,FMC,2023-06-30,2023-08-28,2099-12-31,1.402674350255,SEC-NPORT-2023q3
XLB,FMC,2023-09-30,2023-11-28,2099-12-31,.946586581108,SEC-NPORT-2023q4
XLB,IFF,2019-09-30,2019-11-18,2099-12-31,1.987330974254,SEC-NPORT-2019q4
XLB,IFF,2019-12-31,2020-02-28,2099-12-31,1.952542492855,SEC-NPORT-2020q1
XLB,IFF,2020-03-31,2020-06-01,2099-12-31,2.102440942659,SEC-NPORT-2020q2
XLB,IFF,2020-06-30,2020-08-27,2099-12-31,2.106472631765,SEC-NPORT-2020q3
XLB,IFF,2020-09-30,2020-11-19,2099-12-31,1.863591936684,SEC-NPORT-2020q4
XLB,IFF,2020-12-31,2021-02-26,2099-12-31,1.409318506388,SEC-NPORT-2021q1
XLB,IFF,2021-03-31,2021-05-28,2099-12-31,3.889308053247,SEC-NPORT-2021q2
XLB,IFF,2021-06-30,2021-08-27,2099-12-31,3.983104981332,SEC-NPORT-2021q3
XLB,IFF,2021-09-30,2021-11-26,2099-12-31,3.667511923113,SEC-NPORT-2021q4
XLB,IFF,2021-12-31,2022-02-25,2099-12-31,3.700156560522,SEC-NPORT-2022q1
XLB,IFF,2022-03-31,2022-05-27,2099-12-31,3.331102069455,SEC-NPORT-2022q2
XLB,IFF,2022-06-30,2022-08-26,2099-12-31,3.659169306844,SEC-NPORT-2022q3
XLB,IFF,2022-09-30,2022-11-28,2099-12-31,3.054677001483,SEC-NPORT-2022q4
XLB,IFF,2022-12-31,2023-02-28,2099-12-31,3.030971848859,SEC-NPORT-2023q1
XLB,IFF,2023-03-31,2023-05-30,2099-12-31,2.579049159328,SEC-NPORT-2023q2
XLB,IFF,2023-06-30,2023-08-28,2099-12-31,2.182793776554,SEC-NPORT-2023q3
XLB,IFF,2023-09-30,2023-11-28,2099-12-31,1.971862428149,SEC-NPORT-2023q4
XLB,LIN,2019-09-30,2019-11-18,2099-12-31,15.52407972347,SEC-NPORT-2019q4
XLB,LIN,2019-12-31,2020-02-28,2099-12-31,16.07936556973,SEC-NPORT-2020q1
XLB,LIN,2020-03-31,2020-06-01,2099-12-31,17.77759406995,SEC-NPORT-2020q2
XLB,LIN,2020-06-30,2020-08-27,2099-12-31,17.19504905707,SEC-NPORT-2020q3
XLB,LIN,2020-09-30,2020-11-19,2099-12-31,17.0856628635,SEC-NPORT-2020q4
XLB,LIN,2020-12-31,2021-02-26,2099-12-31,16.58893691991,SEC-NPORT-2021q1
XLB,LIN,2021-03-31,2021-05-28,2099-12-31,16.13734846605,SEC-NPORT-2021q2
XLB,LIN,2021-06-30,2021-08-27,2099-12-31,15.89603284633,SEC-NPORT-2021q3
XLB,LIN,2021-09-30,2021-11-26,2099-12-31,16.68320657552,SEC-NPORT-2021q4
XLB,LIN,2021-12-31,2022-02-25,2099-12-31,17.13452993133,SEC-NPORT-2022q1
XLB,LIN,2022-03-31,2022-05-27,2099-12-31,16.31421691217,SEC-NPORT-2022q2
XLB,LIN,2022-06-30,2022-08-26,2099-12-31,17.44319697552,SEC-NPORT-2022q3
XLB,LIN,2022-09-30,2022-11-28,2099-12-31,17.72286858922,SEC-NPORT-2022q4
XLB,LIN,2022-12-31,2023-02-28,2099-12-31,18.28512657056,SEC-NPORT-2023q1
XLB,LIN,2023-03-31,2023-05-30,2099-12-31,19.25691234327,SEC-NPORT-2023q2
XLB,LIN,2023-06-30,2023-08-28,2099-12-31,20.05923769209,SEC-NPORT-2023q3
XLB,LIN,2023-09-30,2023-11-28,2099-12-31,20.58932253948,SEC-NPORT-2023q4
XLB,LYB,2019-09-30,2019-11-18,2099-12-31,3.503460118069,SEC-NPORT-2019q4
XLB,LYB,2019-12-31,2020-02-28,2099-12-31,3.437834499462,SEC-NPORT-2020q1
XLB,LYB,2020-03-31,2020-06-01,2099-12-31,2.457823682623,SEC-NPORT-2020q2
XLB,LYB,2020-06-30,2020-08-27,2099-12-31,2.718602896442,SEC-NPORT-2020q3
XLB,LYB,2020-09-30,2020-11-19,2099-12-31,2.57853452471,SEC-NPORT-2020q4
XLB,LYB,2020-12-31,2021-02-26,2099-12-31,2.853949802493,SEC-NPORT-2021q1
XLB,LYB,2021-03-31,2021-05-28,2099-12-31,2.998432350358,SEC-NPORT-2021q2
XLB,LYB,2021-06-30,2021-08-27,2099-12-31,2.836696933436,SEC-NPORT-2021q3
XLB,LYB,2021-09-30,2021-11-26,2099-12-31,2.731085859831,SEC-NPORT-2021q4
XLB,LYB,2021-12-31,2022-02-25,2099-12-31,2.339794598901,SEC-NPORT-2022q1
XLB,LYB,2022-03-31,2022-05-27,2099-12-31,2.693448421685,SEC-NPORT-2022q2
XLB,LYB,2022-06-30,2022-08-26,2099-12-31,2.728523990253,SEC-NPORT-2022q3
XLB,LYB,2022-09-30,2022-11-28,2099-12-31,2.526674278153,SEC-NPORT-2022q4
XLB,LYB,2022-12-31,2023-02-28,2099-12-31,2.391263178048,SEC-NPORT-2023q1
XLB,LYB,2023-03-31,2023-05-30,2099-12-31,2.623103167587,SEC-NPORT-2023q2
XLB,LYB,2023-06-30,2023-08-28,2099-12-31,2.504885412324,SEC-NPORT-2023q3
XLB,LYB,2023-09-30,2023-11-28,2099-12-31,2.748548073557,SEC-NPORT-2023q4
XLB,MLM,2019-09-30,2019-11-18,2099-12-31,2.596455793525,SEC-NPORT-2019q4
XLB,MLM,2019-12-31,2020-02-28,2099-12-31,2.477387467864,SEC-NPORT-2020q1
XLB,MLM,2020-03-31,2020-06-01,2099-12-31,2.281009137654,SEC-NPORT-2020q2
XLB,MLM,2020-06-30,2020-08-27,2099-12-31,2.069667056528,SEC-NPORT-2020q3
XLB,MLM,2020-09-30,2020-11-19,2099-12-31,2.085594448928,SEC-NPORT-2020q4
XLB,MLM,2020-12-31,2021-02-26,2099-12-31,2.141384014508,SEC-NPORT-2021q1
